periode_data,id_kel,nama_provinsi,nama_kota,nama_kecamatan,nama_kelurahan,odp,proses_pemantauan,selesai_pemantauan,odp_meninggal,pdp,masih_dirawat,pulang_dan_sehat,pdp_meninggal,positif,dirawat,sembuh,meninggal,self_isolation,keterangan
202007,3173051001,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEBON JERUK,205,5,3,4,193,0,0,0,0,9,0,9,687,23
202007,3171071006,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON KACANG,241,2,18,1,220,0,0,0,0,0,0,0,270,7
202007,3171011005,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,KEBON KELAPA,59,3,1,1,54,0,0,0,0,1,0,1,70,5
202007,3171031002,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEBON KOSONG,142,6,8,5,123,0,0,0,0,7,0,7,149,13
202007,3175011005,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,KEBON MANGGIS,62,6,0,3,53,0,0,0,0,1,0,1,60,6
202007,3171071005,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,KEBON MELATI,218,7,3,2,206,0,0,0,0,5,0,5,284,9
202007,3175081003,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,KEBON PALA,57,2,0,1,54,0,0,0,0,2,0,2,262,27
202007,3171061005,DKI JAKARTA,JAKARTA PUSAT,MENTENG,KEBON SIRIH,62,0,2,2,58,0,0,0,0,2,0,2,167,38
202007,3173011004,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,KEDAUNG KALI ANGKE,47,2,0,0,45,0,0,0,0,1,0,1,118,12
202007,3173051007,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA SELATAN,96,2,1,5,88,1,0,0,1,4,0,4,225,8
202007,3173051006,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KEDOYA UTARA,86,3,1,2,80,0,0,0,0,15,0,15,311,5
202007,3173051004,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,KELAPA DUA,56,2,0,0,54,0,0,0,0,1,0,1,137,12
202007,3175091003,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,KELAPA DUA WETAN,119,5,3,1,110,0,0,0,0,0,0,0,427,49
202007,3172061003,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING BARAT,313,6,16,2,289,0,0,0,0,37,2,35,548,37
202007,3172061001,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,KELAPA GADING TIMUR,301,1,11,2,287,0,0,0,0,11,1,10,573,29
202007,3173071005,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KEMANGGISAN,129,7,0,6,116,0,0,0,0,3,1,2,298,35
202007,3171031001,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,KEMAYORAN,156,6,7,3,140,0,0,0,0,0,0,0,236,24
202007,3173081006,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN SELATAN,59,1,1,1,56,0,0,0,0,5,0,5,232,14
202007,3173081001,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,KEMBANGAN UTARA,107,8,6,3,90,0,0,0,0,2,0,2,445,24
202007,3171041002,DKI JAKARTA,JAKARTA PUSAT,SENEN,KENARI,95,0,5,1,89,0,0,0,0,0,0,0,256,5
202007,3173041005,DKI JAKARTA,JAKARTA BARAT,TAMBORA,KERENDANG,100,5,3,2,90,0,0,0,0,0,0,0,96,2
202007,3175071003,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,KLENDER,252,7,1,2,242,0,0,0,0,2,0,2,228,18
202007,3172031001,DKI JAKARTA,JAKARTA UTARA,KOJA,KOJA,129,2,4,0,123,0,0,0,0,4,0,4,165,9
202007,3173071006,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU SELATAN,182,7,0,4,171,0,0,0,0,0,0,0,485,99
202007,3173071003,DKI JAKARTA,JAKARTA BARAT,PALMERAH,KOTA BAMBU UTARA,163,6,5,9,143,0,0,0,0,0,0,0,280,44
202007,3171041004,DKI JAKARTA,JAKARTA PUSAT,SENEN,KRAMAT,151,2,5,4,140,0,0,0,0,3,0,3,489,57
202007,3175041001,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,KRAMAT JATI,105,3,4,1,97,0,0,0,0,4,0,4,220,56
202007,3174071003,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,KRAMAT PELA,29,2,0,0,27,0,0,0,0,0,0,0,167,51
202007,3173031002,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,KRUKUT,66,1,2,6,57,0,0,0,0,3,0,3,158,14
202007,3175021002,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,127,3,4,4,116,0,0,0,10,0,10,292,33,259
202007,3172011005,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,116,3,6,4,103,0,0,0,11,1,10,493,54,439
202007,3175071002,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,451,6,2,0,443,0,0,0,3,0,3,197,11,186
202007,3175071004,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,213,4,4,0,205,0,0,0,6,1,5,330,25,305
202007,3175071007,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,132,0,0,1,131,0,0,0,1,0,1,99,7,92
202007,3174061003,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,145,2,2,1,140,2,0,2,71,0,71,416,17,399
202007,3174051002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,226,15,2,4,205,0,0,0,43,0,43,407,12,395
202007,3175101003,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,74,0,0,3,71,0,0,0,2,0,2,101,20,81
202007,3101011003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU HARAPAN,59,0,0,0,59,0,0,0,0,0,0,56,0,56
202007,3101011002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU KELAPA,43,0,0,1,42,0,0,0,0,0,0,137,0,137
202007,3101011001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU UTARA,PULAU PANGGANG,50,0,0,1,49,0,0,0,0,0,0,129,0,129
202007,3101021003,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU PARI,6,0,0,0,6,0,0,0,0,0,0,155,0,155
202007,3101021002,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU TIDUNG,29,0,0,0,29,0,0,0,0,0,0,327,0,327
202007,3101021001,DKI JAKARTA,KAB.ADM.KEP.SERIBU,KEP. SERIBU SELATAN,PULAU UNTUNG JAWA,15,0,0,0,15,0,0,0,0,0,0,95,0,95
202007,3174071007,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PULO,25,0,0,1,24,0,0,0,1,0,1,88,3,85
202007,3175021001,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PULO GADUNG,106,9,2,2,93,0,0,0,8,0,8,301,41,260
202007,3175061005,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PULO GEBANG,124,1,3,2,118,0,0,0,4,0,4,397,46,351
202007,3174041004,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,RAGUNAN,186,9,2,2,173,1,0,1,1,0,1,290,98,192
202007,3175091005,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,RAMBUTAN,91,1,2,1,87,1,0,1,9,8,1,400,132,268
202007,3172031006,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK SELATAN,236,6,2,2,226,0,0,0,2,0,2,225,18,207
202007,3172031004,DKI JAKARTA,JAKARTA UTARA,KOJA,RAWA BADAK UTARA,163,5,1,1,156,0,0,0,2,0,2,198,15,183
202007,3174071005,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,RAWA BARAT,27,0,0,2,25,0,0,0,0,0,0,54,2,52
202007,3173011003,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,RAWA BUAYA,67,2,3,2,60,0,0,0,4,1,3,209,26,183
202007,3175031004,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,RAWA BUNGA,21,1,1,1,18,0,0,0,0,0,0,38,4,34
202007,3174081003,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,RAWA JATI,97,4,2,0,91,0,0,0,10,0,10,219,17,202
202007,3175061002,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,RAWA TERATE,25,0,1,0,24,0,0,0,2,0,2,125,8,117
202007,3175021005,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,RAWAMANGUN,91,3,1,0,87,0,0,0,2,0,2,318,23,295
202007,3171051003,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,RAWASARI,271,15,6,2,248,0,0,0,3,0,3,560,39,521
202007,3173041010,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ROA MALAKA,9,0,2,0,7,0,0,0,0,0,0,15,1,14
202007,3172041006,DKI JAKARTA,JAKARTA UTARA,CILINCING,ROROTAN,86,3,4,2,77,0,0,0,1,0,1,208,46,162
202007,3174071004,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SELONG,12,0,1,0,11,0,0,0,2,0,2,57,1,56
202007,3173061002,DKI JAKARTA,JAKARTA BARAT,KALI DERES,SEMANAN,149,2,14,3,130,0,0,0,2,1,1,443,46,397
202007,3172041007,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER BARAT,223,5,9,1,208,0,0,0,10,0,10,492,89,403
202007,3172041005,DKI JAKARTA,JAKARTA UTARA,CILINCING,SEMPER TIMUR,142,10,20,1,111,0,0,0,2,0,2,259,71,188
202007,3174071006,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,SENAYAN,22,0,0,0,22,0,0,0,9,0,9,138,15,123
202007,3171041001,DKI JAKARTA,JAKARTA PUSAT,SENEN,SENEN,92,2,18,0,72,0,0,0,5,1,4,491,68,423
202007,3171031004,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SERDANG,160,3,7,2,148,0,0,0,2,0,2,207,18,189
202007,3174021001,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,SETIA BUDI,29,0,1,0,28,0,0,0,3,0,3,101,15,86
202007,3175101005,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,SETU,94,5,14,0,75,0,0,0,1,0,1,81,7,74
202007,3173071002,DKI JAKARTA,JAKARTA BARAT,PALMERAH,SLIPI,180,2,10,2,166,0,0,0,2,0,2,249,40,209
202007,3173081004,DKI JAKARTA,JAKARTA BARAT,KEMBANGAN,SRENGSENG,133,1,4,3,125,0,0,0,5,0,5,397,61,336
202007,3174091002,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,SRENGSENG SAWAH,275,8,43,0,224,1,0,1,5,0,5,215,23,192
202007,3173051003,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI SELATAN,105,5,1,4,95,0,0,0,1,0,1,224,14,210
202007,3173051002,DKI JAKARTA,JAKARTA BARAT,KEBON JERUK,SUKABUMI UTARA,96,1,2,3,90,0,0,0,18,0,18,246,15,231
202007,3172041002,DKI JAKARTA,JAKARTA UTARA,CILINCING,SUKAPURA,217,1,14,2,200,0,0,0,5,0,5,465,93,372
202007,3171031007,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,SUMUR BATU,133,14,3,1,115,0,0,0,4,0,4,148,18,130
202007,3172021004,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNGAI BAMBU,88,4,7,0,77,0,0,0,6,1,5,228,23,205
202007,3172021006,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER AGUNG,359,8,9,1,341,0,0,0,17,0,17,947,70,877
202007,3172021002,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,SUNTER JAYA,309,15,14,6,274,0,0,0,4,0,4,670,89,581
202007,3175091004,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,SUSUKAN,63,1,5,1,56,0,0,0,8,2,6,605,44,561
202007,3173031001,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TAMAN SARI,88,5,2,0,81,0,0,0,0,0,0,162,12,150
202007,3173041001,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TAMBORA,69,0,4,3,62,0,0,0,0,0,0,183,6,177
202007,3173041004,DKI JAKARTA,JAKARTA BARAT,TAMBORA,TANAH SEREAL,138,10,3,2,123,0,0,0,4,0,4,113,19,94
202007,3171081004,DKI JAKARTA,JAKARTA PUSAT,JOHAR BARU,TANAH TINGGI,185,10,4,3,168,1,0,1,1,0,1,296,10,286
202007,3173031004,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,TANGKI,89,5,3,1,80,0,0,0,2,0,2,159,27,132
202007,3174091005,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,TANJUNG BARAT,244,9,4,1,230,0,0,0,1,0,1,132,17,115
202007,3173021005,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN SELATAN,126,13,3,1,109,0,0,0,18,0,18,266,52,214
202007,3173021002,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TANJUNG DUREN UTARA,96,5,2,0,89,0,0,0,20,0,20,211,13,198
202007,3172021001,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,TANJUNG PRIOK,149,4,10,6,129,0,0,0,9,1,8,260,35,225
202007,3174011002,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET BARAT,120,0,5,0,115,0,0,0,7,0,7,291,18,273
202007,3174011001,DKI JAKARTA,JAKARTA SELATAN,TEBET,TEBET TIMUR,74,4,3,2,65,0,0,0,5,0,5,252,14,238
202007,3173061003,DKI JAKARTA,JAKARTA BARAT,KALI DERES,TEGAL ALUR,277,4,39,6,228,0,0,0,2,1,1,414,42,372
202007,3174031004,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,TEGAL PARANG,115,9,3,3,100,0,0,0,3,1,2,355,44,311
202007,3173021003,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,TOMANG,149,10,2,2,135,0,0,0,10,0,10,275,16,259
202007,3172031005,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU SELATAN,195,6,1,1,187,0,0,0,1,1,0,163,9,154
202007,3172031002,DKI JAKARTA,JAKARTA UTARA,KOJA,TUGU UTARA,397,16,3,0,378,0,0,0,5,1,4,334,24,310
202007,3175061006,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,UJUNG MENTENG,38,0,0,2,36,0,0,0,0,0,0,158,23,135
202007,3174101005,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,ULUJAMI,233,3,34,2,194,0,0,0,0,0,0,620,140,480
202007,3175011006,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU SELATAN,200,15,0,8,177,0,0,0,1,0,1,302,17,285
202007,3175011002,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,UTAN KAYU UTARA,125,4,2,0,119,1,0,1,0,0,0,186,5,181
202007,3171031008,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,UTAN PANJANG,157,7,10,2,138,0,0,0,2,0,2,145,7,138
202007,3172021007,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,WARAKAS,118,4,6,2,106,0,0,0,7,3,4,270,28,242
202007,3173021007,DKI JAKARTA,JAKARTA BARAT,GROGOL PETAMBURAN,WIJAYA KUSUMA,172,2,31,2,137,0,0,0,5,3,2,456,130,326
202007,3172051003,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,ANCOL,107,5,1,0,101,0,0,0,0,5,0,5,263,15
202007,3173041007,DKI JAKARTA,JAKARTA BARAT,TAMBORA,ANGKE,187,1,4,1,181,0,0,0,0,0,0,0,276,5
202007,3175041005,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BALE KAMBANG,59,4,2,0,53,0,0,0,0,2,0,2,101,13
202007,3175031003,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BALI MESTER,32,0,1,1,30,0,0,0,0,0,0,0,31,3
202007,3175101006,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,BAMBU APUS,107,4,0,1,102,0,0,0,0,2,0,2,117,11
202007,3174031002,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,BANGKA,90,2,0,2,86,0,0,0,0,18,0,18,366,20
202007,3175051002,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,BARU,61,10,0,1,50,0,0,0,0,2,0,2,62,8
202007,3175041004,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,BATU AMPAR,128,9,4,0,115,1,0,1,0,1,0,1,213,35
202007,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,BELUM DIKETAHUI,11182,17,8,1627,9530,1,0,0,1,122,0,122,6686,116
202007,3171071002,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,BENDUNGAN HILIR,153,18,27,0,108,0,0,0,0,2,0,2,220,10
202007,3175031002,DKI JAKARTA,JAKARTA TIMUR,JATINEGARA,BIDARA CINA,62,15,4,3,40,0,0,0,0,0,0,0,117,33
202007,3174101002,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,BINTARO,318,7,18,2,291,1,0,0,1,7,0,7,600,105
202007,3174011005,DKI JAKARTA,JAKARTA SELATAN,TEBET,BUKIT DURI,86,1,1,3,81,1,0,0,1,13,0,13,197,19
202007,3171041006,DKI JAKARTA,JAKARTA PUSAT,SENEN,BUNGUR,76,1,5,2,68,0,0,0,0,13,0,13,249,2
202007,3175061007,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG BARAT,84,1,4,1,78,0,0,0,0,0,0,0,205,11
202007,3175061004,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,CAKUNG TIMUR,74,8,2,2,62,0,0,0,0,3,0,3,214,22
202007,3175041007,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CAWANG,79,4,21,0,54,0,0,0,0,4,3,1,203,120
202007,3175101008,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CEGER,68,5,0,0,63,0,0,0,0,0,0,0,63,9
202007,3171031006,DKI JAKARTA,JAKARTA PUSAT,KEMAYORAN,CEMPAKA BARU,193,6,29,1,157,0,0,0,0,4,1,3,198,56
202007,3171051002,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH BARAT,384,15,6,1,362,0,0,0,0,7,0,7,917,114
202007,3171051001,DKI JAKARTA,JAKARTA PUSAT,CEMPAKA PUTIH,CEMPAKA PUTIH TIMUR,227,7,1,1,218,0,0,0,0,7,0,7,736,36
202007,3173011001,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG BARAT,91,6,5,1,79,0,0,0,0,4,0,4,475,32
202007,3173011006,DKI JAKARTA,JAKARTA BARAT,CENGKARENG,CENGKARENG TIMUR,125,5,4,6,110,1,0,0,1,3,0,3,503,22
202007,3175091002,DKI JAKARTA,JAKARTA TIMUR,CIRACAS,CIBUBUR,185,8,2,4,171,0,0,0,0,15,9,6,803,101
202007,3171011002,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,CIDENG,111,8,0,1,102,0,0,0,0,7,0,7,190,9
202007,3174091003,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIGANJUR,142,4,1,1,136,0,0,0,0,9,0,9,142,9
202007,3175051003,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,CIJANTUNG,179,12,0,3,164,0,0,0,0,0,0,0,177,12
202007,3171061003,DKI JAKARTA,JAKARTA PUSAT,MENTENG,CIKINI,42,2,1,0,39,0,0,0,0,0,0,0,111,52
202007,3174081006,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,CIKOKO,25,0,0,0,25,0,0,0,0,8,5,3,104,3
202007,3174061001,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CILANDAK BARAT,238,4,2,4,228,0,0,0,0,88,0,88,440,16
202007,3174041003,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,CILANDAK TIMUR,86,6,7,1,72,0,0,0,0,17,0,17,95,6
202007,3175101002,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CILANGKAP,107,3,3,1,100,0,0,0,0,1,1,0,111,12
202007,3175041006,DKI JAKARTA,JAKARTA TIMUR,KRAMAT JATI,CILILITAN,93,7,19,1,66,0,0,0,0,2,1,1,229,90
202007,3172041001,DKI JAKARTA,JAKARTA UTARA,CILINCING,CILINCING,142,6,12,1,123,0,0,0,0,3,0,3,391,34
202007,3175101001,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,CIPAYUNG,139,4,8,2,125,0,0,0,0,2,0,2,135,14
202007,3174091006,DKI JAKARTA,JAKARTA SELATAN,JAGAKARSA,CIPEDAK,133,2,0,0,131,1,0,0,1,0,0,0,109,4
202007,3174061005,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,CIPETE SELATAN,89,1,0,1,87,0,0,0,0,41,0,41,153,13
202007,3174071010,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,CIPETE UTARA,105,5,0,3,97,0,0,0,0,9,0,9,175,25
202007,3172051002,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN BARAT,609,19,10,5,575,0,0,0,0,4,0,4,1320,43
202007,3172051001,DKI JAKARTA,JAKARTA UTARA,PADEMANGAN,PADEMANGAN TIMUR,179,2,7,2,168,0,0,0,0,11,0,11,387,18
202007,3175011004,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PAL MERIAM,102,1,0,2,99,1,0,0,1,1,0,1,318,9
202007,3173071001,DKI JAKARTA,JAKARTA BARAT,PALMERAH,PALMERAH,401,18,18,2,363,0,0,0,0,1,0,1,770,123
202007,3174081001,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PANCORAN,73,6,0,0,67,0,0,0,0,4,1,3,247,6
202007,3172021003,DKI JAKARTA,JAKARTA UTARA,TANJUNG PRIOK,PAPANGGO,118,3,14,0,101,0,0,0,0,4,0,4,264,107
202007,3171021001,DKI JAKARTA,JAKARTA PUSAT,SAWAH BESAR,PASAR BARU,81,8,3,2,68,0,0,0,0,4,0,4,173,24
202007,3174021006,DKI JAKARTA,JAKARTA SELATAN,SETIA BUDI,PASAR MANGGIS,81,5,1,2,73,0,0,0,0,15,1,14,347,24
202007,3174041001,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PASAR MINGGU,111,5,1,1,104,0,0,0,0,3,1,2,225,16
202007,3171041003,DKI JAKARTA,JAKARTA PUSAT,SENEN,PASEBAN,181,3,1,1,176,0,0,0,0,3,0,3,317,30
202007,3173061005,DKI JAKARTA,JAKARTA BARAT,KALI DERES,PEGADUNGAN,271,2,20,7,242,0,0,0,0,6,0,6,665,140
202007,3171061002,DKI JAKARTA,JAKARTA PUSAT,MENTENG,PEGANGSAAN,109,12,3,2,92,0,0,0,0,0,0,0,432,54
202007,3172061002,DKI JAKARTA,JAKARTA UTARA,KELAPA GADING,PEGANGSAAN DUA,347,3,10,1,333,0,0,0,0,30,5,25,829,58
202007,3172011004,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PEJAGALAN,92,7,0,2,83,0,0,0,0,5,0,5,308,60
202007,3174041006,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN BARAT,117,6,1,2,108,2,0,0,2,1,0,1,269,85
202007,3174041005,DKI JAKARTA,JAKARTA SELATAN,PASAR MINGGU,PEJATEN TIMUR,148,5,1,1,141,1,0,0,1,1,0,1,236,22
202007,3175051005,DKI JAKARTA,JAKARTA TIMUR,PASAR REBO,PEKAYON,238,18,4,1,215,0,0,0,0,1,0,1,77,9
202007,3173041009,DKI JAKARTA,JAKARTA BARAT,TAMBORA,PEKOJAN,123,1,3,2,117,0,0,0,0,2,0,2,125,3
202007,3174031003,DKI JAKARTA,JAKARTA SELATAN,MAMPANG PRAPATAN,PELA MAMPANG,136,5,0,2,129,0,0,0,0,12,0,12,509,98
202007,3174081005,DKI JAKARTA,JAKARTA SELATAN,PANCORAN,PENGADEGAN,46,3,1,1,41,0,0,0,0,2,0,2,113,6
202007,3175061003,DKI JAKARTA,JAKARTA TIMUR,CAKUNG,PENGGILINGAN,157,12,1,1,143,0,0,0,0,3,0,3,311,61
202007,3172011001,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PENJARINGAN,303,9,2,4,288,1,0,0,1,20,0,20,1793,198
202007,3174101001,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PESANGGRAHAN,157,9,13,4,131,0,0,0,0,0,0,0,188,4
202007,3171071004,DKI JAKARTA,JAKARTA PUSAT,TANAH ABANG,PETAMBURAN,318,7,10,5,296,0,0,0,0,7,0,7,225,12
202007,3174071008,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN BARU,PETOGOGAN,36,1,0,0,35,0,0,0,0,2,0,2,94,5
202007,3171011004,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO SELATAN,68,5,1,1,61,0,0,0,0,13,0,13,245,3
202007,3171011003,DKI JAKARTA,JAKARTA PUSAT,GAMBIR,PETOJO UTARA,66,4,2,3,57,0,0,0,0,10,0,10,176,5
202007,3174101004,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN SELATAN,133,7,2,2,122,0,0,0,0,0,0,0,329,14
202007,3174101003,DKI JAKARTA,JAKARTA SELATAN,PESANGGRAHAN,PETUKANGAN UTARA,178,4,1,3,170,1,0,0,1,3,0,3,426,13
202007,3175081002,DKI JAKARTA,JAKARTA TIMUR,MAKASAR,PINANG RANTI,58,2,0,1,55,0,0,0,0,0,0,0,241,87
202007,3173031008,DKI JAKARTA,JAKARTA BARAT,TAMAN SARI,PINANGSIA,32,2,5,1,24,0,0,0,0,2,0,2,97,16
202007,3175011001,DKI JAKARTA,JAKARTA TIMUR,MATRAMAN,PISANGAN BARU,84,0,0,3,81,0,0,0,0,1,0,1,109,6
202007,3175021002,DKI JAKARTA,JAKARTA TIMUR,PULO GADUNG,PISANGAN TIMUR,118,3,2,4,109,0,0,0,0,9,0,9,255,12
202007,3172011005,DKI JAKARTA,JAKARTA UTARA,PENJARINGAN,PLUIT,105,2,1,4,98,0,0,0,0,10,0,10,370,126
202007,3175071002,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK BAMBU,436,4,20,0,412,0,0,0,0,3,0,3,176,16
202007,3175071004,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KELAPA,199,6,3,0,190,0,0,0,0,6,1,5,312,18
202007,3175071007,DKI JAKARTA,JAKARTA TIMUR,DUREN SAWIT,PONDOK KOPI,124,2,1,1,120,0,0,0,0,1,0,1,85,6
202007,3174061003,DKI JAKARTA,JAKARTA SELATAN,CILANDAK,PONDOK LABU,138,5,1,1,131,2,0,0,2,71,0,71,403,12
202007,3174051002,DKI JAKARTA,JAKARTA SELATAN,KEBAYORAN LAMA,PONDOK PINANG,210,6,2,4,198,0,0,0,0,43,0,43,394,17
202007,3175101003,DKI JAKARTA,JAKARTA TIMUR,CIPAYUNG,PONDOK RANGGON,74,3,2,3,66,0,0,0,0,2,0,2,84,18
